hole_id,Sample_id,depth_from,depth_to,fe,sio2,al2o3,loi,p,,loi,,bin
B68,,9.15,11.28,53.1,1.6,1.2,12,0,,,,
B68,,11.28,13.4,59.03,0.59,7.24,9.46,0,,,,
B68,,13.4,14.95,59.9,0.42,3.08,10.05,0.07,,,,
B68,,14.95,17.38,56.9,1.58,7.35,8.9,0.07,,,,
B68,,17.38,20.73,57.7,0.68,7.78,8.2,0,,,,
B68,,20.73,24.69,57.5,0.8,8.16,7.8,0.01,,,,
B68,,24.69,27.14,57.5,0.56,7.14,9.07,0,,,,
B68,,27.14,29.57,61.1,0.4,5.1,6.43,0.13,,,,
B68,,29.57,31.4,60.9,0.42,5.56,6.12,0,,,,
B68,,31.4,31.7,58.3,0.6,5.9,8.4,0,,,,
B68,,31.7,32.31,61.3,1.01,3.8,6.7,0,,,,
B68,,32.31,34.03,57.2,0.8,6.02,10.57,0,,,,
B68,,34.03,36.87,64,0.4,3.25,3.8,0,,,,
B68,,36.87,39.32,66,0.38,2.4,2.32,0.08,,,,
B68,,39.32,45.12,57.6,0.2,1.02,1.68,0.07,,,,
B68,,45.12,46.72,56.5,6.52,7.78,4.05,0,,,,
B68,,46.72,47.92,61.3,3.62,4.88,3,0.08,,,,
B68,,47.92,50.02,64.5,2.66,2.62,1.98,0.06,,,,
B68,,50.02,52.47,63.2,4.3,3.17,1.55,0,,,,
B68,,52.47,52.87,24.7,57.44,4.94,1.5,0,,,,
B68,,52.87,56.74,66.4,2.2,0.64,1.05,0.08,,,,
B68,,56.74,58.87,65.9,2.58,1.54,1.15,0,,,,
B68,,58.87,60.39,54.7,14.88,2.59,3.51,0.07,,,,
B69,,0,2.13,52.2,3.46,9.78,11.12,0.08,,,,
B69,,2.13,6.1,55.4,1.1,8.18,10.3,0.07,,,,
B69,,6.1,9.15,56.1,0.6,8.4,9.56,0,,,,
B69,,9.15,11.58,64.1,0.52,2.9,4.42,0.08,,,,
B69,,11.58,14.63,59.6,0.82,3.96,9.1,0,,,,
B69,,14.63,16.15,58.5,1.02,4.12,0,0.1,,,,
B69,,16.15,19.21,54.6,0.9,8.33,11.7,0,,,,
B69,,19.21,23.77,53,1.79,9.22,12,0.09,,,,
B69,,23.77,32.31,49,2.4,14.13,12.1,0,,,,
B69,,32.31,33.53,55.4,5.54,9.24,4.8,0.06,,,,
B69,,33.53,34.45,34.7,21.16,19.47,8.25,0,,,,
B69,,34.45,36.47,56.4,3.64,6.42,8.09,0.07,,,,
B69,,36.47,39.02,65.2,2.22,2.24,1.8,0.08,,,,
B69,,39.02,41.45,65,2.7,2.2,1.65,0,,,,
B69,,41.45,43.88,62.9,4.12,3.22,2.11,0.07,,,,
B69,,43.88,46.32,62.9,4.12,3.22,2.11,0.07,,,,
B69,,46.32,49.07,64.5,4.12,1.65,1.58,0,,,,
B69,,49.07,51.5,45.3,32,1.6,1,0.08,,,,
B70,,0,0.91,60.6,3.44,4.88,4.2,0,,,,
B70,,0.91,3.05,63.1,1.77,3.99,3.15,0.07,,,,
B70,,3.05,4.57,61.5,3.24,5.21,2.4,0.07,,,,
B70,,4.57,7.62,64,3.7,2.66,1.6,0.06,,,,
B70,,7.62,9.45,61,5.4,4.57,2,0,,,,
B70,,9.45,12.82,63,3.96,3.36,1.8,0,,,,
B70,,12.82,15.25,61.3,4.94,4.3,2.3,0.07,,,,
B70,,15.25,18.31,66.3,2,1.39,1.3,0.06,,,,
B70,,18.31,20.74,66.4,0.86,1.96,1.6,0.07,,,,
B70,,20.74,22.88,68.2,0.84,0.43,0.9,0.07,,,,
B70,,22.88,25.93,67.5,0.68,0.98,1.3,0.06,,,,
B70,,25.93,27.45,67.5,1.48,0.52,1.1,0,,,,
B70,,27.45,29.28,67.8,1.36,0.66,0.65,0.06,,,,
B70,,29.28,31.7,64.4,3.06,1.95,2.4,0,,,,
B70,,31.7,33.53,66.4,1.66,1.28,1.65,0.06,,,,
B70,,33.53,34.44,55.5,17.4,1.48,1.3,0.08,,,,
B71,,0,1.83,66.3,1.2,1.64,1.9,0.06,,,,
B71,,1.83,3.05,64.5,1.04,3.35,2.62,0.06,,,,
B71,,3.05,4.57,64.7,1.18,3.07,2.52,0,,,,
B71,,4.57,6.71,63.7,1.8,3.49,2.81,0.06,,,,
B71,,6.71,9.15,64.4,1,2.61,3.59,0,,,,
B71,,9.15,11.59,64.2,1.28,1.78,5.1,0.06,,,,
B71,,11.59,14.32,65.66,1.39,1.14,3.2,0.05,,,,
B71,,14.32,15.24,66.5,1.64,0.87,2.1,0,,,,
B71,,15.24,15.85,66.65,0.96,1.35,1.98,0,,,,
B71,,15.85,17.38,64.7,1.8,3.26,1.8,0.06,,,,
B71,,17.38,17.98,64.43,2.53,1.88,2.98,0,,,,
B71,,17.98,18.6,65.1,2.54,1.47,2.3,0,,,,
B71,,18.6,21.34,66.2,2.74,0.76,1.45,0.07,,,,
B71,,21.34,24.08,65.7,1.44,1.34,3.2,0,,,,
B71,,24.08,24.69,65.4,2.44,0.96,2.2,0.07,,,,
B71,,24.69,27.13,63.2,3.08,2.29,3.63,0.07,,,,
B71,,27.13,28.04,65.1,2.26,1.69,2.42,0.06,,,,
B71,,28.04,29.86,65.8,1.44,0.82,3.25,0,,,,
B71,,29.86,31.08,64.8,1.12,0.96,4.8,0.07,,,,
B71,,31.08,31.38,65.7,1.98,1.02,2.75,0,,,,
B71,,31.38,32.91,65.04,1.78,0.87,4,0.06,,,,
B71,,32.91,35.36,66,2,0.42,2.8,0,,,,
